ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,LONGITUD,LATITUD,ALTITUD,pobtot,POBTOT,POBFEM,POBMAS,P_0A2,P_0A2_F,P_0A2_M,P_3YMAS,P_3YMAS_F,P_3YMAS_M,P_5YMAS,P_5YMAS_F,P_5YMAS_M,P_12YMAS,P_12YMAS_F,P_12YMAS_M,P_15YMAS,P_15YMAS_F,P_15YMAS_M,P_18YMAS,P_18YMAS_F,P_18YMAS_M,P_3A5,P_3A5_F,P_3A5_M,P_6A11,P_6A11_F,P_6A11_M,P_8A14,P_8A14_F,P_8A14_M,P_12A14,P_12A14_F,P_12A14_M,P_15A17,P_15A17_F,P_15A17_M,P_18A24,P_18A24_F,P_18A24_M,P_15A49_F,P_60YMAS,P_60YMAS_F,P_60YMAS_M,REL_H_M,POB0_14,POB15_64,POB65_MAS,P_0A4,P_0A4_F,P_0A4_M,P_5A9,P_5A9_F,P_5A9_M,P_10A14,P_10A14_F,P_10A14_M,P_15A19,P_15A19_F,P_15A19_M,P_20A24,P_20A24_F,P_20A24_M,P_25A29,P_25A29_F,P_25A29_M,P_30A34,P_30A34_F,P_30A34_M,P_35A39,P_35A39_F,P_35A39_M,P_40A44,P_40A44_F,P_40A44_M,P_45A49,P_45A49_F,P_45A49_M,P_50A54,P_50A54_F,P_50A54_M,P_55A59,P_55A59_F,P_55A59_M,P_60A64,P_60A64_F,P_60A64_M,P_65A69,P_65A69_F,P_65A69_M,P_70A74,P_70A74_F,P_70A74_M,P_75A79,P_75A79_F,P_75A79_M,P_80A84,P_80A84_F,P_80A84_M,P_85YMAS,P_85YMAS_F,P_85YMAS_M,PROM_HNV,PNACENT,PNACENT_F,PNACENT_M,PNACOE,PNACOE_F,PNACOE_M,PRES2015,PRES2015_F,PRES2015_M,PRESOE15,PRESOE15_F,PRESOE15_M,P3YM_HLI,P3YM_HLI_F,P3YM_HLI_M,P3HLINHE,P3HLINHE_F,P3HLINHE_M,P3HLI_HE,P3HLI_HE_F,P3HLI_HE_M,P5_HLI,P5_HLI_NHE,P5_HLI_HE,PHOG_IND,POB_AFRO,POB_AFRO_F,POB_AFRO_M,PCON_DISC,PCDISC_MOT,PCDISC_VIS,PCDISC_LENG,PCDISC_AUD,PCDISC_MOT2,PCDISC_MEN,PCON_LIMI,PCLIM_CSB,PCLIM_VIS,PCLIM_HACO,PCLIM_OAUD,PCLIM_MOT2,PCLIM_RE_CO,PCLIM_PMEN,PSIND_LIM,P3A5_NOA,P3A5_NOA_F,P3A5_NOA_M,P6A11_NOA,P6A11_NOAF,P6A11_NOAM,P12A14NOA,P12A14NOAF,P12A14NOAM,P15A17A,P15A17A_F,P15A17A_M,P18A24A,P18A24A_F,P18A24A_M,P8A14AN,P8A14AN_F,P8A14AN_M,P15YM_AN,P15YM_AN_F,P15YM_AN_M,P15YM_SE,P15YM_SE_F,P15YM_SE_M,P15PRI_IN,P15PRI_INF,P15PRI_INM,P15PRI_CO,P15PRI_COF,P15PRI_COM,P15SEC_IN,P15SEC_INF,P15SEC_INM,P15SEC_CO,P15SEC_COF,P15SEC_COM,P18YM_PB,P18YM_PB_F,P18YM_PB_M,GRAPROES,GRAPROES_F,GRAPROES_M,PEA,PEA_F,PEA_M,PE_INAC,PE_INAC_F,PE_INAC_M,POCUPADA,POCUPADA_F,POCUPADA_M,PDESOCUP,PDESOCUP_F,PDESOCUP_M,PSINDER,PDER_SS,PDER_IMSS,PDER_ISTE,PDER_ISTEE,PAFIL_PDOM,PDER_SEGP,PDER_IMSSB,PAFIL_IPRIV,PAFIL_OTRAI,P12YM_SOLT,P12YM_CASA,P12YM_SEPA,PCATOLICA,PRO_CRIEVA,POTRAS_REL,PSIN_RELIG,TOTHOG,HOGJEF_F,HOGJEF_M,POBHOG,PHOGJEF_F,PHOGJEF_M,VIVTOT,TVIVHAB,TVIVPAR,VIVPAR_HAB,VIVPARH_CV,TVIVPARHAB,VIVPAR_DES,VIVPAR_UT,OCUPVIVPAR,PROM_OCUP,PRO_OCUP_C,VPH_PISODT,VPH_PISOTI,VPH_1DOR,VPH_2YMASD,VPH_1CUART,VPH_2CUART,VPH_3YMASC,VPH_C_ELEC,VPH_S_ELEC,VPH_AGUADV,VPH_AEASP,VPH_AGUAFV,VPH_TINACO,VPH_CISTER,VPH_EXCSA,VPH_LETR,VPH_DRENAJ,VPH_NODREN,VPH_C_SERV,VPH_NDEAED,VPH_DSADMA,VPH_NDACMM,VPH_SNBIEN,VPH_REFRI,VPH_LAVAD,VPH_HMICRO,VPH_AUTOM,VPH_MOTO,VPH_BICI,VPH_RADIO,VPH_TV,VPH_PC,VPH_TELEF,VPH_CEL,VPH_INTER,VPH_STVP,VPH_SPMVPI,VPH_CVJ,VPH_SINRTV,VPH_SINLTC,VPH_SINCINT,VPH_SINTIC,TAMLOC,area_alcaldia,densidad_por_alcaldia,hogares_por_vivienda,tasa_anual,factor_5anos_crecimiento,poblacion_2025,categorizacion_educacion,categorizacion_nivel_educativo,porcentaje_piso_digno,porcentaje_tasa_desocupacion,porcentaje_con_seguro_social
9,Ciudad de México,9,Milpa Alta,389,Atempa," 99°03'52.019"" W","19°10'47.387"" N",2736.0,22.0,33,11.0,22.0,2.0,0.0,2.0,31.0,11.0,20.0,30.0,10.0,20.0,27.0,10.0,17.0,25.0,8.0,17.0,24.0,8.0,16.0,1.0,1.0,0.0,3.0,0.0,3.0,4.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,7,1,6,7,2,1,1,200,8,24,1,3,1,2,1,0,1,4,2,2,6,1,5,2,0,2,4,2,2,1,0,1,4,2,2,2,1,1,3,1,2,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1.5,29,9,20,4,2,2,30,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,0,1,1,2,1,30,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,2,0,2,7,3,4,0,0,0,7,3,4,9,2,7,8.88,8.63,9,17.0,3,14,10,7,3,17,3,14,0.0,0,0,16,17,0.0,0,0,0,17,0,0,0,11,13,3,30,2,0,1,8.0,2,6,33,3,30,8,8,8,8,8,8,0,0,33,4.13,1.27,7.0,1,3,5,1,0,7,8,0,2,2,6,5,1,7,1,7,1,2,0,7,4,1,5,3,1,2,3,1,7,6,3,2,7,3,0,0,1,1,1,5,1,1,228.41,0.14447703690731578,1.0,0.04137974399241062,1.2247448713915892,40.41658075592244,bajo,primaria,16.666666666666664,0.0,0.0
9,Ciudad de México,9,Milpa Alta,390,Tlacuitlaya," 99°03'33.773"" W","19°12'06.976"" N",2509.0,90.0,17,9.0,8.0,0.0,0.0,0.0,17.0,9.0,8.0,17.0,9.0,8.0,13.0,7.0,6.0,11.0,5.0,6.0,11.0,5.0,6.0,0.0,0.0,0.0,4.0,2.0,2.0,4.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0,0,0,3,2,1,1,88.89,6,9,2,0,0,0,4,2,2,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,1,2,1,1,3,1,2,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2.14,14,7,7,3,2,1,17,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,2,0,0,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,4,2,2,0,0,0,5,2,3,1,0,1,7.91,6.4,9.17,10.0,4,6,3,3,0,10,4,6,0.0,0,0,7,10,0.0,1,0,0,9,0,0,0,3,6,4,9,8,0,0,4.0,2,2,17,6,11,4,4,4,4,4,4,0,0,17,4.25,1.31,4.0,0,1,3,0,1,3,4,0,3,3,1,4,0,4,0,4,0,3,0,4,3,0,4,3,1,1,0,1,4,4,0,1,3,1,1,0,0,0,1,3,0,1,228.41,0.0744275644674051,1.0,0.15351232090275768,2.0422607386563905,34.718432557158636,bajo,primaria,16.666666666666664,0.0,0.0
9,Ciudad de México,9,Milpa Alta,391,Cruz Tlaltempa," 99°03'42.009"" W","19°12'10.528"" N",2564.0,77.0,31,18.0,13.0,1.0,1.0,0.0,30.0,17.0,13.0,30.0,17.0,13.0,24.0,14.0,10.0,21.0,12.0,9.0,18.0,10.0,8.0,0.0,0.0,0.0,6.0,3.0,3.0,6.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,1.0,3,2,1,10,5,2,3,72.22,10,18,3,1,1,0,4,2,2,5,3,2,3,2,1,3,2,1,2,1,1,1,1,0,4,3,1,1,0,1,2,1,1,0,0,0,0,0,0,2,1,1,1,0,1,0,0,0,0,0,0,2,1,1,0,0,0,2.43,18,10,8,13,8,5,23,12,11,7,5,2,10,6,4,0,0,0,10,6,4,10,0,10,16,0,0,0,2,0,2,0,0,0,0,4,2,1,1,3,2,3,1,24,0,0,0,0,0,0,1,1,0,3,2,1,2,1,1,0,0,0,3,1,2,2,1,1,3,1,2,2,1,1,1,1,0,3,3,0,9,5,4,8.38,8.92,7.67,10.0,5,5,14,9,5,10,5,5,0.0,0,0,5,26,0.0,3,0,0,23,0,0,0,7,15,2,16,9,0,6,7.0,1,6,31,3,28,8,7,8,7,7,7,1,0,31,4.43,1.94,7.0,0,4,3,3,1,3,7,0,6,5,1,5,0,6,1,7,0,6,0,7,5,0,3,3,1,2,0,3,5,7,1,0,6,1,2,1,0,0,1,6,0,1,228.41,0.13572085285232696,1.0,0.08696569187367442,1.51732698934604,47.03713666972724,bajo,primaria,16.666666666666664,0.0,0.0
9,Ciudad de México,9,Milpa Alta,392,Ahuatitla (El Tecorral)," 99°03'39.022"" W","19°11'27.783"" N",2587.0,112.0,83,40.0,43.0,3.0,1.0,2.0,80.0,39.0,41.0,78.0,38.0,40.0,67.0,35.0,32.0,63.0,33.0,30.0,57.0,29.0,28.0,2.0,1.0,1.0,11.0,3.0,8.0,14.0,5.0,9.0,4.0,2.0,2.0,6.0,4.0,2.0,10,7,3,27,4,2,2,107.5,20,59,4,5,2,3,6,1,5,9,4,5,10,6,4,6,5,1,8,3,5,5,1,4,4,4,0,9,3,6,8,5,3,6,2,4,3,2,1,0,0,0,3,2,1,0,0,0,1,0,1,0,0,0,0,0,0,1.89,68,34,34,15,6,9,77,38,39,1,0,1,2,1,1,0,0,0,2,1,1,2,0,2,5,0,0,0,2,0,1,1,0,1,0,10,5,5,2,4,2,4,0,71,1,0,1,0,0,0,0,0,0,3,2,1,4,2,2,0,0,0,1,1,0,3,2,1,6,2,4,5,2,3,1,1,0,21,13,8,23,10,13,9.08,9.03,9.13,43.0,17,26,24,18,6,43,17,26,0.0,0,0,17,66,13.0,18,0,0,34,0,0,1,23,38,6,75,0,1,6,20.0,4,16,83,17,66,29,20,29,20,20,20,3,6,83,4.15,1.19,19.0,1,7,13,1,3,16,20,0,18,13,2,16,8,20,0,20,0,18,0,20,10,0,13,11,5,8,2,1,20,20,5,5,18,12,5,2,1,0,1,8,0,1,228.41,0.3633816382820367,1.0,0.02952130221867011,1.1565826842864821,95.99636279577801,medio,secundaria,16.666666666666664,0.0,15.66265060240964
9,Ciudad de México,9,Milpa Alta,393,Xaltepec," 99°02'26.188"" W","19°12'58.882"" N",2566.0,9.0,2,27457.822857142855,25171.72380952381,1526.624761904762,752.7085714285714,773.9161904761904,51047.91619047619,26677.44,24370.47619047619,49832.142857142855,26075.662857142856,23756.48,45232.46857142857,23814.92380952381,21417.544761904763,43129.80380952381,22775.849523809524,20353.954285714284,40953.693333333336,21707.605714285713,19246.08761904762,1856.8761904761905,916.2438095238095,940.6323809523809,3958.5714285714284,1946.272380952381,2012.2990476190475,4791.125714285714,2358.266666666667,2432.8590476190475,2102.6647619047617,1039.0742857142857,1063.5904761904762,2176.110476190476,1068.2438095238094,1107.8666666666666,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,8.996914285714286,*,*,29143.361904761903,*,*,*,*,*,*,*,*,654.2266666666667,*,*,*,*,22180.481904761906,*,*,*,*,*,*,*,*,*,*,*,*,*,*,15750.76,*,*,*,*,*,1,1,*,*,*,*,*,*,*,3.7516571428571437,*,15612.04,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,228.41,0.008756184054988837,15750.76,0.13964289683044595,1.9224008059808595,3.844801611961719,bajo,primaria,16.666666666666664,2.24485654333438,1109024.0952380954
9,Ciudad de México,9,Milpa Alta,394,Limonuxititla," 99°04'55.617"" W","19°10'37.042"" N",2936.0,25.0,1,27457.822857142855,25171.72380952381,1526.624761904762,752.7085714285714,773.9161904761904,51047.91619047619,26677.44,24370.47619047619,49832.142857142855,26075.662857142856,23756.48,45232.46857142857,23814.92380952381,21417.544761904763,43129.80380952381,22775.849523809524,20353.954285714284,40953.693333333336,21707.605714285713,19246.08761904762,1856.8761904761905,916.2438095238095,940.6323809523809,3958.5714285714284,1946.272380952381,2012.2990476190475,4791.125714285714,2358.266666666667,2432.8590476190475,2102.6647619047617,1039.0742857142857,1063.5904761904762,2176.110476190476,1068.2438095238094,1107.8666666666666,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,8.996914285714286,*,*,29143.361904761903,*,*,*,*,*,*,*,*,654.2266666666667,*,*,*,*,22180.481904761906,*,*,*,*,*,*,*,*,*,*,*,*,*,*,15750.76,*,*,*,*,*,2,1,*,*,*,*,*,*,*,3.7516571428571437,*,15612.04,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,228.41,0.004378092027494418,15750.76,0.27522033632230447,3.372299589440035,3.372299589440035,bajo,primaria,16.666666666666664,2.24485654333438,2218048.1904761908
9,Ciudad de México,9,Milpa Alta,395,Cuapetzayuca," 99°04'50.106"" W","19°10'16.805"" N",2955.0,110.0,17,5.0,12.0,0.0,0.0,0.0,17.0,5.0,12.0,15.0,5.0,10.0,15.0,5.0,10.0,15.0,5.0,10.0,15.0,5.0,10.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,4,2,2,240,2,14,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,5,0,5,3,1,2,0,0,0,0,0,0,0,0,0,1,1,0,3,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4.4,14,4,10,3,1,2,14,5,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,16,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,5,3,2,2,0,2,4,1,3,2,0,2,7.47,5.8,8.3,14.0,4,10,1,1,0,14,4,10,0.0,0,0,8,9,7.0,0,0,2,0,0,0,0,2,11,2,3,1,0,13,6.0,1,5,17,4,13,6,6,6,6,6,6,0,0,17,2.83,1.31,6.0,0,5,1,3,2,1,3,3,0,0,6,5,0,4,1,4,2,0,2,4,6,2,1,2,0,0,0,0,4,2,0,0,2,0,0,0,0,2,4,6,2,1,228.41,0.0744275644674051,1.0,0.1703295474652332,2.195537449467185,37.32413664094214,bajo,primaria,16.666666666666664,0.0,41.17647058823529
9,Ciudad de México,9,Milpa Alta,396,Techalli," 99°04'29.311"" W","19°10'13.442"" N",2921.0,728.0,5,27457.822857142855,25171.72380952381,1526.624761904762,752.7085714285714,773.9161904761904,51047.91619047619,26677.44,24370.47619047619,49832.142857142855,26075.662857142856,23756.48,45232.46857142857,23814.92380952381,21417.544761904763,43129.80380952381,22775.849523809524,20353.954285714284,40953.693333333336,21707.605714285713,19246.08761904762,1856.8761904761905,916.2438095238095,940.6323809523809,3958.5714285714284,1946.272380952381,2012.2990476190475,4791.125714285714,2358.266666666667,2432.8590476190475,2102.6647619047617,1039.0742857142857,1063.5904761904762,2176.110476190476,1068.2438095238094,1107.8666666666666,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,8.996914285714286,*,*,29143.361904761903,*,*,*,*,*,*,*,*,654.2266666666667,*,*,*,*,22180.481904761906,*,*,*,*,*,*,*,*,*,*,*,*,*,*,15750.76,*,*,*,*,*,3,1,*,*,*,*,*,*,*,3.7516571428571437,*,15612.04,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,228.41,0.02189046013747209,15750.76,0.3923075194724994,5.23209767825728,26.1604883912864,bajo,primaria,16.666666666666664,2.24485654333438,443609.6380952381
9,Ciudad de México,9,Milpa Alta,400,El Dios Tláloc," 99°05'42.820"" W","19°10'55.208"" N",2898.0,60.0,9,27457.822857142855,25171.72380952381,1526.624761904762,752.7085714285714,773.9161904761904,51047.91619047619,26677.44,24370.47619047619,49832.142857142855,26075.662857142856,23756.48,45232.46857142857,23814.92380952381,21417.544761904763,43129.80380952381,22775.849523809524,20353.954285714284,40953.693333333336,21707.605714285713,19246.08761904762,1856.8761904761905,916.2438095238095,940.6323809523809,3958.5714285714284,1946.272380952381,2012.2990476190475,4791.125714285714,2358.266666666667,2432.8590476190475,2102.6647619047617,1039.0742857142857,1063.5904761904762,2176.110476190476,1068.2438095238094,1107.8666666666666,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,8.996914285714286,*,*,29143.361904761903,*,*,*,*,*,*,*,*,654.2266666666667,*,*,*,*,22180.481904761906,*,*,*,*,*,*,*,*,*,*,*,*,*,*,15750.76,*,*,*,*,*,3,2,*,*,*,*,*,*,*,3.7516571428571437,*,15612.04,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,228.41,0.03940282824744976,7875.38,0.17280266627688434,2.2188335455843786,19.969501910259407,bajo,primaria,16.666666666666664,2.24485654333438,246449.79894179897
9,Ciudad de México,9,Milpa Alta,401,La Loma de San José," 99°05'16.484"" W","19°10'45.146"" N",2953.0,376.0,10,27457.822857142855,25171.72380952381,1526.624761904762,752.7085714285714,773.9161904761904,51047.91619047619,26677.44,24370.47619047619,49832.142857142855,26075.662857142856,23756.48,45232.46857142857,23814.92380952381,21417.544761904763,43129.80380952381,22775.849523809524,20353.954285714284,40953.693333333336,21707.605714285713,19246.08761904762,1856.8761904761905,916.2438095238095,940.6323809523809,3958.5714285714284,1946.272380952381,2012.2990476190475,4791.125714285714,2358.266666666667,2432.8590476190475,2102.6647619047617,1039.0742857142857,1063.5904761904762,2176.110476190476,1068.2438095238094,1107.8666666666666,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,8.996914285714286,*,*,29143.361904761903,*,*,*,*,*,*,*,*,654.2266666666667,*,*,*,*,22180.481904761906,*,*,*,*,*,*,*,*,*,*,*,*,*,*,15750.76,*,*,*,*,*,2,2,*,*,*,*,*,*,*,3.7516571428571437,*,15612.04,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,228.41,0.04378092027494418,7875.38,0.3042051410908533,3.7733712762312437,37.733712762312436,bajo,primaria,16.666666666666664,2.24485654333438,221804.81904761904
9,Ciudad de México,9,Milpa Alta,402,Tepozán Seco," 99°05'50.811"" W","19°10'15.760"" N",3054.0,55.0,1,27457.822857142855,25171.72380952381,1526.624761904762,752.7085714285714,773.9161904761904,51047.91619047619,26677.44,24370.47619047619,49832.142857142855,26075.662857142856,23756.48,45232.46857142857,23814.92380952381,21417.544761904763,43129.80380952381,22775.849523809524,20353.954285714284,40953.693333333336,21707.605714285713,19246.08761904762,1856.8761904761905,916.2438095238095,940.6323809523809,3958.5714285714284,1946.272380952381,2012.2990476190475,4791.125714285714,2358.266666666667,2432.8590476190475,2102.6647619047617,1039.0742857142857,1063.5904761904762,2176.110476190476,1068.2438095238094,1107.8666666666666,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,8.996914285714286,*,*,29143.361904761903,*,*,*,*,*,*,*,*,654.2266666666667,*,*,*,*,22180.481904761906,*,*,*,*,*,*,*,*,*,*,*,*,*,*,15750.76,*,*,*,*,*,1,1,*,*,*,*,*,*,*,3.7516571428571437,*,15612.04,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,228.41,0.004378092027494418,15750.76,0.33017133188033854,4.164260773440873,4.164260773440873,bajo,primaria,16.666666666666664,2.24485654333438,2218048.1904761908
9,Ciudad de México,9,Milpa Alta,403,Memeyuca," 99°05'37.012"" W","19°10'49.788"" N",2925.0,114.0,6,3.0,3.0,0.0,0.0,0.0,6.0,3.0,3.0,6.0,3.0,3.0,6.0,3.0,3.0,6.0,3.0,3.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,2,2,1,1,100,0,4,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.67,3,2,1,3,1,2,6,3,3,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,1,0,1,0,1,1,0,1,8.5,6.67,10.33,4.0,1,3,2,2,0,4,1,3,0.0,0,0,0,6,3.0,0,0,0,3,0,0,0,1,4,1,6,0,0,0,3.0,1,2,6,2,4,5,3,5,3,3,3,0,2,6,2.0,0.6,2.0,1,2,1,0,1,2,3,0,1,0,2,3,1,2,1,3,0,1,0,3,2,0,2,2,0,1,0,0,3,1,0,0,0,0,0,0,0,0,3,3,0,1,228.41,0.026268552164966506,1.0,0.2550542618228129,3.113956302773321,18.683737816639926,bajo,primaria,16.666666666666664,0.0,50.0
9,Ciudad de México,9,Milpa Alta,407,Papalocahuitl," 99°06'18.679"" W","19°11'21.774"" N",2771.0,16.0,37,18.0,19.0,4.0,0.0,4.0,33.0,18.0,15.0,32.0,17.0,15.0,23.0,9.0,14.0,23.0,9.0,14.0,22.0,9.0,13.0,3.0,2.0,1.0,7.0,7.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3,0,3,8,1,0,1,105.56,14,23,0,5,1,4,6,5,1,3,3,0,2,0,2,2,0,2,3,2,1,8,4,4,1,0,1,3,2,1,1,0,1,0,0,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,15,14,8,3,5,32,17,15,0,0,0,7,3,4,0,0,0,7,3,4,7,0,7,23,0,0,0,2,0,0,0,0,0,2,3,0,3,0,1,0,0,2,31,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,3,1,2,3,1,2,0,0,0,6,1,5,10,5,5,9.04,8.78,9.21,19.0,6,13,4,3,1,19,6,13,0.0,0,0,10,27,0.0,5,0,0,22,0,0,0,4,18,1,32,4,0,1,6.0,0,6,37,0,37,7,6,7,6,6,6,0,1,37,6.17,2.06,5.0,1,3,3,2,0,4,5,1,0,0,6,4,1,5,0,4,2,0,1,4,3,0,3,3,1,3,0,1,5,5,1,0,5,2,2,2,0,0,1,4,0,1,228.41,0.16198940501729348,1.0,0.08744718690991227,1.5206906325745546,56.26555340525852,medio,secundaria,16.666666666666664,0.0,0.0
